Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SORIANO NEL CIMINO,5604810003,5069.0,31.68733333333333,17.541078197571927,38.577777777777776,20.111062001167785
SORIANO NEL CIMINO,5604820003,208.0,37.266666666666666,16.610034808311912,43.144444444444446,22.222369443956776
SORIANO NEL CIMINO,5604826702,38.0,39.87266666666667,17.315469451716673,41.86666666666667,22.660250317338612
SPERLONGA,5903010001,2559.0,18.729,4.067527996215883,24.305555555555557,5.731500029886818
SPERLONGA,5903020001,83.0,18.421,3.1593518322592686,23.31111111111111,4.982896673548354
SPIGNO SATURNIA,5903110001,324.0,26.531,13.41318981450721,31.333333333333332,15.927997711925723
SPIGNO SATURNIA,5903120007,123.0,25.363,13.796634046027314,28.66111111111111,15.857712225823656
SPIGNO SATURNIA,5903110003,180.0,29.934666666666665,12.695884228100592,36.30555555555556,15.737581818102852
SPIGNO SATURNIA,5903110002,945.0,26.453000000000003,12.3710664051245,29.855555555555554,15.896377411687697
SPIGNO SATURNIA,5903126601,37.0,30.263,12.696028355355859,37.111111111111114,15.729363317387334
SPIGNO SATURNIA,5903126610,26.0,26.580000000000002,12.476288670914922,30.477777777777774,15.863798176747983
STIMIGLIANO,5706610001,1085.0,37.95033333333333,12.749787815227881,42.96666666666667,18.09084329463696
STIMIGLIANO,5706610002,918.0,39.98833333333333,7.985718272850184,41.27222222222222,17.835765670052886
STIMIGLIANO,5706620002,47.0,41.374,9.811563229169954,41.85,18.386868804786868
STIMIGLIANO,5706626603,27.0,37.44833333333333,12.439581678389887,40.57777777777778,17.566700927649492
STRANGOLAGALLI,6007510002,493.0,25.687,4.084247911182669,35.06666666666666,4.655731235083628
STRANGOLAGALLI,6007520003,100.0,29.390333333333327,2.1729828193829177,36.983333333333334,8.750349199381198
STRANGOLAGALLI,6007520002,192.0,25.215666666666667,5.150607375187255,34.28333333333334,6.186701688119266
STRANGOLAGALLI,6007520018,79.0,25.80666666666667,4.221088050886091,33.644444444444446,3.8659601845011493
STRANGOLAGALLI,6007520024,40.0,30.161666666666672,2.1180619285878635,37.16111111111112,9.141667932745785
STRANGOLAGALLI,6007520009,85.0,29.577,0.9450253964841371,36.85555555555556,8.54612214420691
STRANGOLAGALLI,6007520011,47.0,29.222333333333335,0.8381982661240314,36.78333333333334,7.393935202432989
STRANGOLAGALLI,6007526627,23.0,25.570999999999998,4.4977384317009825,35.05,5.3313537993021365
STRANGOLAGALLI,6007526625,34.0,29.348666666666666,1.922406391305785,36.05,7.150524456289901
