Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
MONTELANICO,1735.0,11.336553314121037,12.926849183477424,0.36203867196751266,0.1532064692570854
MONTELEONE SABINO,985.0,31.467157360406087,35.679407783417936,0.34294678887547514,0.5067598598503554
MONTELIBRETTI,4390.0,20.20229703872437,26.593462414578585,2.333923134981098,3.1652760104329323
MONTENERO SABINO,141.0,27.804617021276595,34.432742316784875,1.422712901466772,2.516077929665166
MONTEROSI,3102.0,15.583521276595745,17.878014184397166,0.43345645686735457,0.7542472332656506
MONTOPOLI DI SABINA,2685.0,40.54925884543761,39.27306641837368,3.4859219767197565,1.7555951120719322
MONTORIO ROMANO,1871.0,30.965999999999998,39.28333333333333,,
MORICONE,2188.0,21.498,27.05,,
MORLUPO,7760.0,43.221545489690726,52.42239261168385,7.24339838059457,3.126245430836671
MOROLO,2138.0,16.824614125350795,21.563665419395075,1.7461960084709849,1.5577048643579579
MORRO REATINO,270.0,22.29378888888889,27.68314814814815,1.9705321616253824,3.334957937432561
NAZZANO,1038.0,72.6896310211946,65.01962106615287,1.4525330747812044,1.1162105204332786
NEMI,1757.0,3.0946909504837787,6.391064314171884,1.1621018457949377,2.7578927140522023
NEPI,7988.0,11.974430020030045,15.84780921382073,2.9653372765397807,3.4397600926444705
NEROLA,1635.0,26.724240978593265,32.476156982670744,2.3542342279390978,2.6321463569574632
NESPOLO,186.0,57.165000000000006,70.91666666666667,,
NORMA,3417.0,21.002000000000002,33.516666666666666,,
OLEVANO ROMANO,5239.0,19.665,26.733333333333338,,
ONANO,796.0,9.311,11.78333333333333,,
ORIOLO ROMANO,3094.0,13.698805429864253,16.046417797888388,0.39597979746446443,0.08249579113843088
ORTE,7889.0,26.470835467106095,27.428440444500776,4.732571580722965,3.3096561866867793
ORVINIO,355.0,47.400999999999996,52.91666666666666,,
PAGANICO SABINO,122.0,42.689,49.23333333333333,,
PALESTRINA,19853.0,2.6201357981161535,5.119558756862943,1.876760155512334,2.244460009133763
PALIANO,5671.0,15.172341562334685,21.264938576382765,1.2647673699143245,2.2810024599334007
PALOMBARA SABINA,7947.0,15.899841323769973,21.644110985277468,3.796432655106884,4.189313060078456
PASTENA,430.0,32.176130232558144,41.291395348837206,2.1736462453674457,2.439518395093591
PATRICA,2058.0,10.229371234207969,16.486742792355038,2.2676079003530547,3.2367294262754465
PERCILE,198.0,26.631,30.366666666666667,,
PESCOROCCHIANO,1818.0,48.302574257425746,45.17490832416575,5.994205687926188,9.151554968055065
PESCOSOLIDO,755.0,8.20110463576159,12.831721854304636,1.9630641864187728,2.4757340849249663
PETRELLA SALTO,886.0,29.23476297968397,27.819601203912715,6.2535231655557855,4.3428261407623605
PIANSANO,1762.0,21.927380249716233,22.541846386681804,1.6553369747577085,1.1078006238589242
PICINISCO,234.0,29.74369230769231,36.10534188034188,2.774385938065093,4.431797979751934
