Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
SANT'ELIA FIUMERAPIDO,965.0,4.308077720207254,7.860616004605643,2.6639912809492343,5.043111173827268
SANT'ORESTE,2729.0,1.160188713814584,3.400989373396849,1.4756091397566407,1.612307984547939
SANTA MARINELLA,17812.0,2.4454600830900515,4.379820408214187,3.4554913954224205,3.308426475887354
SANTI COSMA E DAMIANO,6019.0,1.5323786343246388,2.7850178139594988,1.6728143896269119,2.569812607686471
SANTOPADRE,387.0,1.232157622739018,2.247157622739018,1.809750451423779,3.6340868593894813
SARACINESCO,109.0,11.41197247706422,16.80948012232416,0.20930360723121763,0.27105759945484287
SCANDRIGLIA,2659.0,3.464357151811458,5.312847352805984,2.191430550018767,2.8055269525494633
SEGNI,7301.0,2.3190223941925763,5.197705793726885,2.701672535318675,3.554473111521468
SELCI,799.0,1.5772715894868585,3.2863370880267,0.3581242801039885,0.3425125031510744
SERMONETA,7453.0,4.0167552216109845,6.028037181150022,1.6326757304018684,1.963617585501889
SERRONE,2505.0,1.348684630738523,2.376387225548902,1.1734535517417117,1.9518950227648462
SETTEFRATI,145.0,4.649006896551724,8.360114942528735,1.2819845942912111,2.227386360737626
SEZZE,20564.0,2.2553292161058156,4.702674306771271,3.1875641146783513,4.660199608487441
SGURGOLA,1733.0,1.596551644547028,3.932842854395076,1.1278353159925432,1.1549410759380279
SONNINO,5179.0,3.338521979790178,5.703895003325395,3.0683442921014903,3.9110735720809218
SORA,20836.0,1.6440783739681324,4.119224472600839,2.32751825617827,2.911960566830215
SORIANO NEL CIMINO,6005.0,1.4275217318900917,2.893147377185679,3.9085107664059358,3.8116071105810603
SPERLONGA,2642.0,2.3808769871309616,4.927094372949785,0.008485281374238578,0.04714045207910363
SPIGNO SATURNIA,1635.0,2.494191131498471,4.491299694189602,2.112824407043804,3.5361168935974367
STIMIGLIANO,2077.0,1.2878377467501203,2.872869523350987,0.6757381971674467,0.8160980005502142
STRANGOLAGALLI,1509.0,1.305546056991385,2.069715043074884,0.8975383162665906,1.3404514855768503
SUBIACO,6811.0,3.8789278617921994,7.9660891694807425,4.145753019508691,6.538805473732921
SUPINO,4405.0,3.6862526674233824,6.731685584562997,0.7939246395806938,1.233483474344704
SUTRI,5547.0,0.9940638783726939,2.2603289065160346,2.398653017069433,2.7461549999864574
TARANO,794.0,17.378376574307307,23.311996221662472,0.6637987960720219,1.019223787806009
TARQUINIA,13530.0,1.0424231091401823,1.8561160384331117,3.610180859838014,4.412466090054945
TERELLE,163.0,0.24300000000000002,0.7333333333333333,,
TESSENNANO,279.0,5.937,9.95,,
TOFFIA,809.0,1.0961545117428924,2.7467243510506796,1.2063241687042503,1.5792051446499564
TOLFA,4645.0,3.796408324363114,5.593930151895706,17.71491048680618,22.026376233960956
TORRE CAJETANI,951.0,0.8964321766561514,2.3162197686645634,3.1505142635766625,5.120631607092581
TORRI IN SABINA,635.0,2.261971653543307,3.966364829396325,3.0891857938699023,4.10272162539085
TORRICE,3499.0,2.407746784795656,4.427114096090946,1.0550022491530766,1.576173976264942
TORRICELLA IN SABINA,1067.0,3.032656982193065,5.722774133083412,2.6817809360365157,3.863528819391879
TORRITA TIBERINA,800.0,0.46082749999999995,1.2867708333333332,0.609526045382804,0.7660323462854266
TREVI NEL LAZIO,1666.0,3.6334777911164466,5.849719887955182,4.92782715808905,6.434671708797582
TREVIGNANO ROMANO,5369.0,1.5960346433227788,2.7895713044018127,2.5390630298290047,3.28770201932919
TRIVIGLIANO,1562.0,1.6870653008962868,2.6131988903115664,1.1089167386838983,1.7298776985243358
TURANIA,213.0,0.36500000000000005,0.8499999999999999,,
TUSCANIA,7418.0,0.5025202660195921,1.43566175369222,6.551851895400205,6.219102227033101
VACONE,151.0,,,,
VALENTANO,2640.0,1.3155,3.425,,
VALLECORSA,1895.0,0.962,2.6666666666666665,,
VALLEMAIO,572.0,1.3944388111888115,2.7224650349650346,1.3783940750708688,2.087986074321581
VALLEPIETRA,239.0,0.15,0.5166666666666667,,
VALLERANO,2356.0,0.4694999999999999,2.841666666666667,,
VALLEROTONDA,709.0,11.706581805359662,19.443417959567462,5.689992064706995,6.9475911521519675
VALLINFREDA,292.0,0.7233013698630137,1.9585616438356164,0.5062884553295681,0.9310239285622872
VALMONTONE,14774.0,1.0270744325617074,2.833385978370411,2.2249602984389694,3.220268884308079
VARCO SABINO,132.0,14.523727272727273,22.68535353535353,2.030538434340344,3.132398649006268
VASANELLO,3720.0,0.343,1.3444444444444446,,
VEJANO,1874.0,0.3205,1.4166666666666667,,
VENTOTENE,540.0,0.056,0.1833333333333333,,
VEROLI,13997.0,3.1967231787764043,5.367724433013424,1.222422160870276,1.8003927719894006
VETRALLA,12077.0,1.8720758742513322,3.470107550624235,3.6577001623667535,3.538388242975138
VICALVI,521.0,0.7192783109404991,1.7543186180422268,1.0349310363497657,1.2350588529986621
VICO NEL LAZIO,1641.0,4.145960796262441,6.449979687182612,0.5114127708829943,0.7479161723235063
VICOVARO,3392.0,1.3166129127358492,2.631490762578616,1.799289081832044,2.3811003525447827
VIGNANELLO,4039.0,0.639743253280515,1.6141227201452504,1.2538038788688868,1.2534835718168844
