Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SGURGOLA,6007310001,1539.0,1.4179999999999997,,3.75,
SGURGOLA,6007320002,194.0,3.0129999999999995,,5.383333333333334,
SONNINO,5902910001,318.0,6.008,4.584976444868611,10.805555555555555,7.657192213376427
SONNINO,5902910004,194.0,10.964666666666666,6.588168207729166,12.305555555555557,7.090414760892447
SONNINO,5902920002,65.0,6.845333333333334,3.8986600689638653,10.877777777777776,5.61407787355772
SONNINO,5902920001,83.0,5.361000000000001,1.2473159182821327,9.372222222222222,2.8094252740321055
SONNINO,5902910003,3176.0,1.137,0.8913198079253035,2.733333333333333,2.3499999999999996
SONNINO,5902910002,595.0,6.028,1.1813835109734685,9.05,2.6269437248127967
SONNINO,5902920208,6.0,6.759666666666667,3.625496563690735,10.172222222222224,5.807330935343069
SONNINO,5902920010,73.0,8.356,6.903330500562753,10.033333333333335,8.203251387915243
SONNINO,5902920012,136.0,2.9823333333333335,1.3767520958158492,6.155555555555557,2.850016244268196
SONNINO,5902920006,34.0,6.384333333333333,0.3489445992322183,11.216666666666665,0.9713964747265207
SONNINO,5902920016,63.0,6.942666666666667,3.247353589206653,14.533333333333335,8.285144000626127
SONNINO,5902926603,30.0,11.513333333333334,6.394473030151377,17.833333333333332,8.545190330108381
SONNINO,5902926625,15.0,6.490333333333333,1.9250387874880166,10.205555555555556,3.2256495182853975
SONNINO,5902926619,3.0,11.779333333333334,7.358628155664162,13.316666666666666,7.862145593496302
SONNINO,5902926623,32.0,12.990333333333334,6.394473030151377,20.461111111111112,8.540464685076394
SONNINO,5902926617,7.0,4.213,0.6398781133934807,8.094444444444443,1.2974690462303626
SONNINO,5902926611,2.0,10.195333333333332,6.903594739940441,12.083333333333334,8.22176988245232
SONNINO,5902920022,100.0,9.225333333333333,6.903594739940441,11.405555555555555,8.225068951641637
SONNINO,5902920026,73.0,6.1433333333333335,1.8193653655418784,9.033333333333333,3.6828431046317105
SONNINO,5902926618,42.0,4.502666666666666,2.5495870907528015,10.405555555555555,6.633717185990347
SONNINO,5902926621,28.0,8.966666666666667,5.80721846784959,13.655555555555555,7.956345010488542
SONNINO,5902926624,21.0,6.139,4.8669593176849135,10.816666666666668,7.832322629831957
SONNINO,5902926614,42.0,5.150666666666667,0.5882485302432412,7.877777777777778,1.4899975142907427
SONNINO,5902926609,14.0,3.8339999999999996,1.6212970116545582,8.972222222222223,4.162008507297266
SONNINO,5902926704,12.0,9.029333333333334,0.6374435922756878,19.455555555555556,1.1453205923492589
SONNINO,5902926707,15.0,12.808,6.315182657690908,15.905555555555555,6.663172695523535
SORA,6007410001,20215.0,1.512,0.1782161608833498,3.955555555555555,0.195315509236077
SORA,6007420230,5.0,3.059,0.04775981574503821,6.133333333333334,0.34681086744474665
SORA,6007420014,68.0,5.908333333333333,0.5030798478704285,9.68888888888889,0.5223699554629561
SORA,6007420228,5.0,2.8636666666666666,0.09960589005341675,6.283333333333333,0.39299420408505314
SORA,6007420229,5.0,2.6149999999999998,0.0477598157450381,5.438888888888889,0.35642255405212064
SORA,6007426627,12.0,8.872666666666667,1.7220349396377923,13.744444444444445,2.572846096648037
SORA,6007426620,28.0,3.198,0.27564651276589724,5.483333333333333,0.8569973421454962
SORA,6007426602,36.0,3.9783333333333335,0.47834750269373555,7.577777777777777,0.47648403649759
SORA,6007426719,16.0,2.9433333333333334,0.21039328252901365,5.366666666666667,0.6887992773257278
SORA,6007426604,32.0,8.611666666666666,1.7396862743993045,13.311111111111112,2.4274090744690753
SORA,6007426631,31.0,3.4260000000000006,0.04775981574503821,6.455555555555556,0.35642255405212064
SORA,6007420016,180.0,7.136333333333333,1.7478273179388553,10.911111111111111,2.385216815985343
SORA,6007420026,43.0,8.023333333333333,1.977515950209589,11.244444444444444,2.624369412795161
SORA,6007426724,4.0,7.384999999999999,1.9780932738372068,10.055555555555555,2.6192308738197116
SORA,6007426725,103.0,5.395,0.047759815745038244,8.427777777777777,0.35132026119472004
SORA,6007426633,17.0,4.037,0.04775981574503795,6.722222222222223,0.35642255405212114
SORA,6007426713,36.0,5.416,0.5027554077282511,9.588888888888889,0.5223699554629554
SORIANO NEL CIMINO,5604810001,371.0,7.679333333333335,0.3114840819902891,9.766666666666666,0.8227663364798321
SORIANO NEL CIMINO,5604810002,319.0,4.2493333333333325,0.31148408199028954,6.111111111111112,0.8275353858384632
SORIANO NEL CIMINO,5604810003,5069.0,0.6546666666666666,0.5643618815381964,1.9944444444444445,1.71280579859589
SORIANO NEL CIMINO,5604820003,208.0,3.109666666666666,0.1530108928584282,5.96111111111111,0.1974372849324094
SORIANO NEL CIMINO,5604826702,38.0,10.589,1.7112673666028932,11.861111111111112,0.09179284245476826
SPERLONGA,5903010001,2559.0,2.3805,2.3977990950035823,4.925,4.325136478257716
SPERLONGA,5903020001,83.0,2.3924999999999996,0.7573113626507924,4.991666666666667,0.3181980515339465
SPIGNO SATURNIA,5903110001,324.0,4.521999999999999,0.009899494936611831,8.583333333333334,0.0235702260395515
SPIGNO SATURNIA,5903120007,123.0,4.389,0.009899494936611831,4.975,0.03535533905932725
SPIGNO SATURNIA,5903110003,180.0,5.079,0.009899494936611831,8.825,0.035355339059326626
SPIGNO SATURNIA,5903110002,945.0,0.9964999999999998,0.009192388155425047,2.075,0.03535533905932756
SPIGNO SATURNIA,5903126601,37.0,5.407,0.009899494936611204,9.625,0.03535533905932788
SPIGNO SATURNIA,5903126610,26.0,0.656,0.009899494936611674,1.7249999999999999,0.03535533905932741
STIMIGLIANO,5706610001,1085.0,1.6523333333333332,0.9512141364242509,3.5888888888888886,1.6936427976187676
STIMIGLIANO,5706610002,918.0,0.7823333333333332,1.115177265430628,1.966666666666667,2.2083805026408934
STIMIGLIANO,5706620002,47.0,2.2186666666666666,1.172911050904259,3.727777777777778,2.343094661466453
STIMIGLIANO,5706626603,27.0,2.207333333333333,1.0040365199201338,3.422222222222222,0.8131443314096849
STRANGOLAGALLI,6007510002,493.0,0.41400000000000003,,0.7833333333333333,
STRANGOLAGALLI,6007520003,100.0,1.77,,3.0,
STRANGOLAGALLI,6007520002,192.0,1.12,,1.6333333333333335,
